text,sound_negative
Make sure it says shipped and sold by Amazon. Mine is the real deal and brand new. Works perfectly. Thanks,0
Arrived as described,0
Dislike it doesn't work properly.  CD plays and crackles then volume lowers and then no music at all. I've had it 6 weeks and now it doesn't work.,1
love it.  great look and great to feel something in my hand that isn't plastic or metal these days.  its still pretty new but seems well made.  like the nice slim line - other leather ipad holders were all too bulky for me.,0
Didn't suit my needs so I returned it,0
"As an English teacher, can I just say that I didn't think I could be sold on ANY wireless reader...but I'm sold!  I received my Kindle as a gift last month, and it hasn't left my side.  I've been able to annotate my reading by creating notes for myself, that (from what I understand) I can manage through my Amazon account.  The quick access to referencing other authors is absolutely amazing, and the fact that I no longer need to take up half my suitcase with the 6-7 books I seem to always need to pack along with me, is so nice.  I'm sold, and I'll cry if it's stolen, lost, broken, or otherwise impaired!  Is it pricey...yes.  I know, I was lucky and received it as an early Christmas gift (thank goodness...as it seems they are sold out again), but I honestly think that even with an upgrade down the road, I'll be one of the first in line to snatch it up!  GREAT PRODUCT!",0
still use this,0
I used only few times a month for 5 months. Now it died. I will file the a return to manufacture,0
"This little device simply rocks. AMAZING and quick set up and access to all of your favorite shows and movies, fast, and with NO exorbitant bills every month. This is one of many devices that is changing how we receive and view our information and entertainment and at this price it is perfect for getting your feet wet before deciding to upgrade. Highly recommended!",0
"UPDATE:  I hooked up my Macbook Pro to this monitor with a DisplayPort to Thunderbolt cable rather than an HDMI 4K cable - the resolution isn't perfect, but it is much better and less pixelated.  Not sure if it's the different type of cable or that I'm now connecting to a Mac instead of an HP All-in-One desktop...but I'm happier with the resolution from the Mac.  Bottom line, if you want high resolution, don't go with this monitor - find a monitor that supports 2560 x 1440 resolution, which this one does not.<br /><br />Monitor itself is OK - but I learned 1920 x 1080 HD isn’t good on 27” monitors…wish I would have known this before purchasing. Icons and screen are fuzzy and blurry no matter what I do to set the graphics in the display settings. I had 24” monitors and wanted to go slightly larger, but 27” just can’t support the 1080. Lesson learned, will stick with 24” because I don’t want to pay $300 + for a gaming monitor.",0
